score	bar_type	drain_tot	strkm_tot	upstr_bars	Slope_perc	Q2_m3_s	w_W_m2_ST	hydro_rof	struct_rof	geo_rof	ave_Value	afAve_Value	max_Dif	Observed_Date	unique_id	featureid
0.018	1	1.1025	1.55584211	0	6.27	0.568185777	126.1006571	0.252498961	0.26767678	0.408665121	1.33E-05	0.000794885	0.000794885	08/18/2014	3326	201479481
0.99	2	9.3726	14.17249777	19	3.0999999	4.277899352	171.0730479	0.553082146	0.643542464	0.674534866	0	0	0	07/02/2014	2702	201478799
1	2	50.9877	66.71743449	69	2.2	19.19151439	257.1472857	0.530675645	0.181854776	0.809717332	0.008782473	0.883228368	1.115792784	07/24/2014	3422	201479708
0.986	2	63.1602	79.48886726	79	1.26	21.68783715	156.5608948	0.245335895	0.856545908	0.456517112	0.004538874	3.39810338	5.74891279	08/18/2014	3186	201479411
0.991	2	51.1245	67.02136664	70	2.2	19.19151439	257.1472857	0.449127281	0.6636739	0.057399928	1.47E-07	9.09E-06	9.09E-06	07/24/2014	3420	201479708
0.674	2	0.4329	1.09616306	0	9.6000004	0.341697288	149.7258018	0.922769537	0.034831284	0.322874581	1.33E-05	0.000794885	0.000794885	07/24/2014	3431	201479658
0.991	2	4.5531	6.607479453	6	5.4099998	2.085064353	208.4306659	0.989792314	0.133182153	0.068365537	0.010223907	1.435180913	3.066753954	07/31/2014	2782	201478800
1	2	55.5714	71.4328949	74	0.9	20.98083067	109.9913338	0.152336281	0.952591618	0.046667322	7.30E-05	0.002945446	0.002945446	07/24/2014	3427	201479658
0.5	1	4.0932	3.580143219	2	1.79	2.050683288	68.39225905	0.748236398	0.271982514	0.315402605	8.39E-06	0.009418048	0.009418048	07/24/2014	3426	201479941
0.421	1	3.7323	2.911622931	1	1.79	2.050683288	68.39225905	0.859096969	0.48577103	0.084237979	0	0	0	07/24/2014	3425	201479941
1	2	56.3094	72.33483806	75	0.9	20.98083067	109.9913338	0.19292861	0.762853978	0.958958675	4.06E-05	0.273365819	0.273365819	07/24/2014	3428	201479658
0.614	1	2.7162	2.689049244	0	1.79	2.050683288	68.39225905	0.617367462	0.084904728	0.263698735	0	1	60	07/24/2014	3424	201479941
1	2	1369.3347	1566.961054	1092	0.26	323.6812972	124.8063741	0.111873956	0.12227566	0.726723657	0.014570082	2.088791806	6.427575339	08/04/2014	2915	201479025
0.521	1	1.0503	0.694000047	0	3.52	0.671047659	76.93500303	0.538076624	0.289465916	0.248904718	0	0	0	07/02/2014	2784	201478743
0.022	1	0.6507	1.83225636	0	8.1700001	0.592744674	167.826494	0.369661631	0.057405895	0.696268999	0	0	0	07/31/2014	2978	201479021
0.891	1	3.5343	4.067430959	1	3.71	1.904889036	136.6197186	0.873240504	0.085151854	0.33680575	0	0	0	08/04/2014	3054	201479078
0.513	1	0.7992	1.219175597	1	13.1199999	0.416084938	225.8028713	0.663719641	0.097028104	0.301247546	0.001538243	0.086372343	0.099693175	09/12/2014	2864	201478914
0.506	1	0.4482	0.447870416	0	4.2600002	0.381654472	70.21815779	0.092671324	0.879676483	0.019834351	0.000818796	0.788150081	0.788150081	09/23/2014	3514	201479820
0.714	1	3.3075	2.652759793	4	7.3899999	1.626993979	251.5023426	0.054727218	0.854094768	0.790273992	1.15E-05	0.000690182	0.000690182	09/12/2014	2807	201478793
0.052	1	0.5445	0.679808878	0	13.1199999	0.416084938	225.8028713	0.573155529	0.298228444	0.29083208	0	0	0	09/12/2014	2863	201478914
0.995	2	39.0078	53.68818369	54	1.24	15.00431463	128.1546595	0.063136634	0.405618886	0.692057857	NA	NA	NA	09/12/2014	2799	201478866
0.186	1	0.8622	0.768799616	0	9.8599997	0.468237864	180.017529	0.051865231	0.123857106	0.385925099	0	0	0	10/10/2014	3111	201479167
1	2	39.5316	54.0410007	55	1.24	15.00431463	128.1546595	0.852361656	0.650123805	0.52186408	0	0	0	09/12/2014	2800	201478866
1	2	43.4223	57.65149455	62	1.0599999	15.21204478	110.3073041	0.17939306	0.115615659	0.92865816	7.61E-05	0.001934914	0.001934914	09/12/2014	2809	201478775
0.421	1	1.8342	1.380032075	0	4.3099999	1.22902417	127.4858863	0.249068912	0.182488268	0.871178896	0.018675036	1.133625138	2.840792102	09/23/2014	3488	201479809
0.615	1	1.2816	0.262147569	0	5.0799999	0.79396167	120.7725136	0.138644468	0.396486738	0.98132418	0.008344959	4.016309498	8.454681547	08/06/2014	3534	201479912
0.04	1	0.5976	1.209192825	1	8.6099997	0.484319294	159.8724575	0.27107518	0.695646904	0.53149632	0.001008986	0.067985471	0.068661722	09/23/2014	3506	201479820
0.3	1	1.4805	0.608482623	1	5.0799999	0.79396167	120.7725136	0.377709332	0.564906787	0.538907085	0.001612563	0.1034805	0.1034805	08/06/2014	3535	201479912
0.034	1	0.7704	1.544620546	2	2.75	0.554452854	54.63483511	0.713743729	0.555178671	0.561807958	0.000553476	1.24310731	1.358050624	09/23/2014	3509	201479820
0.012	1	0.864	1.674737437	3	8.7399998	0.600702851	180.7365131	0.671898888	0.889071913	0.81700444	0.00177775	1.711211479	2.533180467	09/23/2014	3507	201479820
0.186	1	1.6461	0.985492257	2	4.25	0.863104863	105.3477691	0.236765683	0.537673595	0.480977292	0	0	0	08/05/2014	3536	201479912
0.888	1	3.078	2.502750338	2	1.76	2.935561225	80.45682086	0.868250891	0.598027721	0.976342271	0.000391636	0.439806867	0.502293561	09/23/2014	3490	201479809
0.536	1	0.4068	1.14082736	1	3.98	0.302043883	58.36100037	0.474949564	0.99101654	0.170956775	0	0	0	10/06/2014	3238	201479335
0.870037077	1	1.0665	2.034877475	2	5.1799998	0.850433814	127.4543424	0.36974274	0.310771417	0.085161393	0	0	0	04/28/2016	3233	201479335
0	1	0.5634	0.899844362	0	6.4499998	0.324575343	98.04424249	0.546184791	0.430687044	0.220643185	0	0	0	09/19/2014	2946	201478973
0.069	1	0.5688	0.953318587	1	6.4499998	0.324575343	98.04424249	0.538639877	0.024855758	0.256965962	0	0	0	09/19/2014	2947	201478973
0.963	2	3.2472	2.733564738	3	1.76	2.935561225	80.45682086	0.139467375	0.783780802	0.773968247	1.29E-05	0.043379609	0.055089482	09/23/2014	3492	201479809
0.034	1	3.7206	3.710538303	4	1.76	2.935561225	80.45682086	0.608278295	0.015913869	0.73374862	0.000286754	0.161012103	0.161012103	10/06/2014	3493	201479809
0	1	0.504	0.902575417	0	6.6599998	0.592333129	136.7608723	0.609314669	0.813815712	0.438709199	0.000980494	1.651642481	1.651642481	10/06/2014	3240	201479336
0.83	2	0.6597	0.552504331	0	6.6300001	0.619554776	139.2380786	0.128025802	0.344087232	0.06941807	0.002819487	1.583141972	3.255187415	10/06/2014	3339	201479432
0.578	1	0.6975	0.457644313	1	5.6500001	0.462681022	102.5401456	0.299485193	0.95815197	0.508316217	0	0	0	08/25/2014	2936	201478973
0.623	1	2.0799	3.188375526	5	4.1199999	3.203513358	196.7501649	0.779400083	0.296838663	0.298444353	0	0	0	08/05/2014	3511	201479820
0.12	1	0.5292	0.131416102	0	5.6500001	0.462681022	102.5401456	0.069045859	0.429583542	0.449904389	0.001367289	2.30319813	4.417799637	08/25/2014	2935	201478973
0.632609238	1	0.2493	0.093766599	0	4.6599998	0.671282465	101.869268	0.873923068	0.116531825	0.133659755	0	0	0	06/27/2016	3542	201480007
0.826	1	3.6837	4.878546171	6	2.05	1.767288966	72.71303383	0.373089286	0.857109935	0.0965806	0	0	0	09/19/2014	2945	201478973
0.004209381	1	0.0729	0.118201089	0	9.5799999	3.134489474	452.5364283	0.790799935	0.672338135	0.135902708	0	0	0	04/28/2016	3479	201479809
0.949143319	2	3.375	2.904722732	3	4.5500002	3.214830211	217.6682405	0.338599806	0.34827743	0.809547601	0	0	0	06/22/2016	3519	201479912
0.5	1	4.9041	7.966555713	9	1.38	3.946495355	73.14582022	0.188480174	0.79115087	0.120210092	0.00076617	0.737493227	1.052071737	08/25/2014	3250	201479446
0.034482537	1	1.449	0.908268587	1	8.29	1.299046256	252.0992	0.708916924	0.401456812	0.91935181	0.000471612	1.588862348	2.237575708	06/27/2016	3540	201480007
0.575	1	0.2448	0.615856432	1	9.5799999	3.134489474	452.5364283	0.912562858	0.875901422	0.211663379	0.00975523	2.120346497	4.20566606	08/17/2004	3480	201479809
0.983	2	5.4621	5.948776795	5	1.76	2.935561225	80.45682086	0.438333341	0.505338863	0.147708051	0.000673777	1.513303028	2.605442069	09/16/2014	3491	201479809
0.078947156	1	6.1164	7.245489436	10	3.7	3.419966885	182.5649117	0.010283131	0.756850248	0.339072313	0.000471612	1.588862348	2.237575708	06/22/2016	3520	201479842
0.3	1	0.6651	0.684890681	0	4.7800002	0.483462322	88.67758632	0.42151	0.160749062	0.63612621	0	0	0	08/25/2014	3300	201479389
0.53	1	0.5517	0.420695783	0	3.9300001	0.978963127	103.7481488	0.102377102	0.312821176	0.591782714	0	0	0	08/25/2014	3035	201479058
0.997	2	6.3999	7.456272897	8	1.21	9.168397897	97.75449619	0.392548643	0.763019418	0.471194492	0.00975523	2.120346497	4.20566606	07/29/2014	3482	201479809
0.641930515	1	3.9573	5.772554511	5	2.77	3.46851682	137.6436878	0.595265956	0.589096728	0.586855649	0.0013853	1.866829652	2.911979207	06/27/2016	3579	201480377
0.091	1	1.0188	1.204336009	0	2.51	0.598287014	51.80040311	0.677008621	0.102484272	0.536070409	0.003100933	1.305880219	1.686517717	07/30/2014	3439	201479687
0.87	1	0.3888	0.065764984	0	10.1000004	0.427871003	176.2716416	0.906031584	0.267786438	0.265010721	0	0	0	07/30/2014	3554	201480012
0.331644425	1	6.4692	8.150884086	6	5.79	3.440886047	286.5618269	0.957504139	0.806688668	0.285388193	0.001420748	1.914600015	3.031405114	06/27/2016	3564	201480232
0.186	1	13.2804	17.86215761	17	1.5	8.806233922	118.7656908	0.972170797	0.593866543	0.102089929	0	0	0	08/25/2014	3200	201479424
0.844	2	2.4705	1.782614027	0	2.77	1.061835481	76.1575587	0.118623539	0.30061131	0.401536148	NA	NA	NA	08/18/2014	2922	201478965
1	2	14.7222	18.99848608	18	0.75	7.125679775	53.41694488	0.455455738	0.946578388	0.94348615	0	0	0	07/29/2014	3549	201480012
0.8063	2	23.5566	28.38689879	34	0.96	10.16889616	81.67944175	0.264426211	0.400038493	0.043987142	0	0	0	06/22/2016	3453	201479716
0.985	2	8.5959	11.22543063	12	5.6599998	4.718896125	328.0509196	0.033719902	0.626136609	0.320070561	0	0	0	07/29/2014	3562	201480134
0.934269973	2	17.2548	22.67095201	21	1.55	7.90166259	116.2506946	0.088614496	0.639484123	0.056548282	NA	NA	NA	06/22/2016	3449	201479735
0.16	1	1.44	1.881758983	0	3.51	0.889767291	88.33848867	0.297823967	0.1992646	0.115956507	0	0	0	07/29/2014	3477	201479806
0	1	3.1482	2.349738193	1	3.5	1.414268508	111.0551265	0.34321203	0.522486017	0.106010898	0.001055594	0.323299721	0.398766492	08/18/2014	2923	201478965
1	2	9.8649	13.07229044	13	3.1199999	5.163192387	189.1552342	0.224546344	0.458584223	0.585878377	0	0	0	07/29/2014	3559	201480127
0.5	1	0.594	0.863551236	0	9.1700001	0.409940128	156.6513663	0.482830753	0.389250352	0.859156928	0.023396357	3.844991606	5.884491339	07/25/2014	3459	201479717
0.881495775	2	10.2438	13.25181812	14	3.1199999	5.163192387	189.1552342	0.816121694	0.249771295	0.871798863	0	0	0	06/22/2016	3560	201480127
1	2	23.1471	32.45343932	23	3.54	8.619898424	277.3058061	0.59741528	0.179297163	0.820693436	0	0	0	08/18/2014	3189	201479308
0.925	2	3.2499	2.717072752	2	3.5	1.414268508	111.0551265	0.330989874	0.88340494	0.048602497	0.056406263	2.303426678	6.616957392	08/18/2014	2925	201478965
0.01	1	0.7371	0.342500245	0	5.0100002	0.581802418	101.9600731	0.220174119	0.477342185	0.560850557	0	0	0	08/22/2014	3131	201479228
0	1	0.5418	1.075430571	0	5.25	0.315855585	78.7241926	0.623728987	0.186006786	0.182545609	0	0	0	07/25/2014	3462	201479717
0.670065566	1	1.3545	1.341348784	0	5.9099998	5.673329376	375.5874741	0.133060375	0.891239411	0.986559481	0	0	0	06/22/2016	3556	201480084
0.829	2	0.5436	1.150018482	1	5.25	0.315855585	78.7241926	0.036767314	0.371121793	0.80727256	2.88E-05	0.004732072	0.004732072	07/25/2014	3463	201479717
0.138	1	1.8504	0.474308506	0	1.9400001	0.893628707	48.93109446	0.670220772	0.718302371	0.391478622	0.000569977	0.202131821	0.202131821	08/18/2014	3191	201479368
0.681	1	0.2106	0.14271981	0	1.13	0.243932766	14.89080386	0.037505388	0.213377592	0.244110236	0.000387032	1.303909938	1.311664042	06/19/2015	2021	201477940
0	2	229.671	336.7385872	299	0.69	70.83271231	154.9425348	0.427155264	0.732646655	0.441655127	0.00618251	0.4843925	1.183627236	06/16/2015	2729	201478672
0.993	2	11.439	11.98564067	6	0.76	6.727243618	52.59407191	0.170845334	0.927307432	0.123383197	0	0	0	06/23/2014	2012	201477939
0.1	1	3.1131	4.823370345	16	0.57	1.605053807	19.26745173	0.12639838	0.357673735	0.706583719	0	0	0	06/19/2015	2288	201478241
0.62	1	0.0792	0.310855681	0	0.89	0.679911889	19.58037246	0.754830305	0.25413031	0.942592451	0.002137102	1.199982617	1.236538405	10/31/2014	2065	201478060
0.034	1	0.8388	1.016985537	1	0.89	0.679911889	19.58037246	0.908304207	0.837731542	0.3125905	NA	NA	NA	11/12/2014	2066	201478060
0.1	1	3.0672	4.643203619	15	0.57	1.605053807	19.26745173	0.921622488	0.191803795	0.978325507	0	0	0	06/19/2015	2287	201478241
0.1	1	2.9043	4.53638475	14	0.57	1.605053807	19.26745173	0.850797119	0.104425603	0.344907783	0	0	0	06/19/2015	2286	201478241
0.888379124	1	2.7234	4.229858968	13	0.57	1.605053807	19.26745173	0.591967048	0.774881844	0.948698356	0	0	0	06/13/2016	2285	201478241
1	2	230.5719	337.3464788	302	0.69	70.83271231	154.9425348	0.041882547	0.17044177	0.198256718	0.003454914	1.551947519	2.186728701	07/27/2016	2732	201478672
0.022	2	7.2603	7.333694218	2	1.66	4.26891011	91.51056054	0.632233085	0.208829815	0.250478927	1.90E-06	0.002561568	0.002561568	06/20/2014	1890	201477783
0.606	1	2.7063	3.490699253	4	2.1900001	1.64841	75.02074588	0.984811898	0.043742514	0.153667804	0.014615124	0.946891415	2.694715975	10/31/2014	2018	201477940
0.386	1	0.0351	0.067824536	0	1.67	0.267844475	23.06016642	0.984171203	0.228681018	0.873761978	0	1	60	06/18/2015	2292	201478241
0.755	2	1.1277	1.748084109	3	2.8099999	0.696119935	62.5536964	0.405825615	0.214006767	0.613641917	0	0	0	06/24/2014	2024	201477940
0.48	1	0.072	0.28241194	0	1.11	0.201765598	13.30304853	0.305727982	0.17873357	0.3082565	0	0	0	06/17/2015	2672	201478641
0.756	1	8.451	8.688879275	3	1.66	4.26891011	91.51056054	0.387737307	0.481675526	0.315901488	0	0	0	06/23/2014	1891	201477783
0.653	1	1.0899	1.620151474	2	0.46	0.682789771	10.14158824	0.407501628	0.301504457	0.030553325	0.011232559	1.14674213	2.714856788	06/24/2014	2023	201477940
0.897	1	0.8676	1.280577228	1	1.27	0.579343757	25.79149468	0.768377619	0.561686164	0.094074242	0	1	60	10/07/2014	2226	201478193
0.814	1	0.1566	0.522176126	1	1.11	0.201765598	13.30304853	0.410200801	0.804735394	0.692067061	0	0	0	06/16/2015	2676	201478641
0.786	1	0.3078	1.168217193	2	4.0900002	0.420137592	70.73326849	0.118436271	0.109507395	0.212247793	0	0	0	09/24/2014	2675	201478641
0.601	1	0.81	1.013220938	0	1.27	0.579343757	25.79149468	0.511937849	0.865802667	0.17667345	0	0	0	06/18/2015	2220	201478193
0.994	2	1716.3333	2057.998984	1574	0.31	421.4116644	169.7929308	0.45316193	0.827469186	0.334287018	0.209352325	4.765594483	9.986884964	09/24/2014	2669	201478683
0.994	2	1716.363	2058.064587	1575	0.31	421.4116644	169.7929308	0.132160395	0.617816936	0.316627449	NA	NA	NA	10/07/2014	2670	201478683
0.255	1	0.6777	2.164392112	4	4.3600001	0.406073464	74.12990423	0.000321938	0.518904547	0.855506504	0.001433687	0.032746378	0.032863226	09/24/2014	2741	201478717
0.374	1	0.5769	2.290942878	3	4.0900002	0.420137592	70.73326849	0.503224776	0.663280867	0.018367329	NA	NA	NA	06/17/2015	2674	201478641
0.374	1	0.5769	2.323995121	4	4.0900002	0.420137592	70.73326849	0.517497314	0.287494295	0.331721429	0.00088327	1.983825508	2.657511131	06/17/2015	2673	201478641
0.821	1	0.2511	0.577019799	2	10.0799999	0.428147176	175.9793471	0.762644051	0.020581425	0.968464251	0	0	0	08/07/2014	3070	201479081
0.822	1	0.36	0.502185662	1	4.2600002	0.261057549	58.07408576	0.605433645	0.5502246	0.794784583	0	0	0	08/07/2014	3066	201479081
0.312	1	0.585	0.705796823	4	6.1799998	0.506699061	117.3729835	0.039694838	0.534038965	0.012411093	0.000123638	0.208268322	0.449492479	08/12/2014	2998	201479032
0.466217091	1	0.4851	1.173295703	3	2.5999999	0.297600773	37.843822	0.214868149	0.276646044	0.643341128	0.001503922	0.030894591	0.030959046	06/20/2016	3262	201479344
1	1	0.2223	0.539886096	1	3.25	0.483395856	60.28919067	0.821785214	0.700250571	0.666069657	0.001503922	0.030894591	0.030959046	08/15/2014	3255	201479344
0.217	1	0.396	0.214504194	2	6.1799998	0.506699061	117.3729835	0.054495334	0.130635936	0.638376661	0	0	0	06/19/2015	3000	201479032
0.555	1	0.4113	0.964317472	0	4.3600001	0.406073464	74.12990423	0.397468347	0.391267899	0.366025021	0	0	0	06/16/2015	2737	201478717
1	1	0.1089	0.698779889	2	0.4	0.315277532	5.992542741	0.187376412	0.606848719	0.044627788	0	0	0	08/07/2014	2883	201478893
1	1	0.108	0.652434439	1	0.4	0.315277532	5.992542741	0.964374298	0.552066447	0.837017401	0	0	0	08/07/2014	2882	201478893
0.753	1	1.3491	2.145788441	2	1.55	0.71041723	34.85724502	0.619644638	0.969874964	0.258844554	0.003543545	0.884311346	1.408314503	08/15/2014	3309	201479390
0.624	1	0.0162	0.1490644	0	2.05	0.051766937	12.44470814	0.531201666	0.101249175	0.160825708	0	0	0	06/16/2015	2881	201478893
1	1	1.8729	0.691665131	0	0.55	0.398712268	9.266103134	0.893635115	0.992411739	0.007312405	NA	NA	NA	08/15/2014	3306	201479390
0.622	1	3.4749	7.889317928	15	0.27	1.608419836	9.136253113	0.129548888	0.984395245	0.547191347	0	0	0	08/07/2014	3094	201479249
0.743	1	3.2211	7.446743783	14	0.27	1.608419836	9.136253113	0.865427114	0.782190199	0.948404291	NA	NA	NA	08/07/2014	3093	201479249
0.591	1	2.4318	3.836365563	16	0.42	1.357093146	13.05445473	0.336872101	0.100222355	0.16061362	0	0	0	08/07/2014	3019	201479043
1	1	0.1584	0.455091183	0	0.67	0.60505288	13.90516386	0.89747463	0.608245704	0.217131857	1.92E-05	0.010775903	0.010775903	08/07/2014	2847	201478836
0.79015379	1	0.2745	0.571810722	3	5.9200001	0.179620704	66.94290287	0.243128173	0.789077808	0.014319359	0.126094639	2.870357019	6.154915421	06/21/2016	2853	201478836
1	1	0.2484	0.511554064	2	5.9200001	0.179620704	66.94290287	0.709261589	0.479195944	0.697688097	0	0	0	06/16/2015	2852	201478836
0.822000232	1	1.8693	3.01584656	7	0.22	1.22261524	6.4904112	0.769482297	0.00215956	0.186260267	0	0	0	06/20/2016	3263	201479344
0.803	1	2.1717	3.407933929	15	1.36	1.114959381	38.31537383	0.662713511	0.502247316	0.126338403	0.046957124	0.991840443	1.191850202	08/12/2014	3018	201479043
0.696	1	0.3708	0.993081488	3	5.3600001	0.38527846	88.76807383	0.757812941	0.429691154	0.548527826	0.000130203	0.087730449	0.087730449	06/10/2015	2859	201478836
0.884	1	0.3699	0.9733147	2	5.3600001	0.38527846	88.76807383	0.317838668	0.187351914	0.44077307	9.85E-05	0.04741329	0.04741329	06/10/2015	2857	201478836
0.255	1	0.7767	1.773097197	3	2.53	0.539481827	49.58080314	0.448603246	0.587046242	0.407913389	0.000239986	0.004945032	0.004945032	08/15/2014	3163	201479256
0.104	2	0.6075	0.820135462	6	6.1799998	0.506699061	117.3729835	0.110040259	0.023780538	0.198506641	0.000226439	0.041236287	0.041236287	08/15/2014	2997	201479032
0.186046322	1	0.6048	0.801699493	5	6.1799998	0.506699061	117.3729835	0.849228646	0.222076971	0.190237002	NA	NA	NA	06/21/2016	2996	201479032
0.641	1	0.2979	0.467817404	0	1.9299999	0.671679836	42.20297668	0.135715141	0.541941766	0.948525939	NA	NA	NA	09/16/2014	3352	201479567
0.575	1	0.3042	0.520774082	1	1.9299999	0.671679836	42.20297668	0.701292453	0.889793761	0.559867201	NA	NA	NA	09/16/2014	3355	201479567
0.138	1	0.4149	0.347198864	3	6.1799998	0.506699061	117.3729835	0.327031567	0.891345799	0.296347584	NA	NA	NA	06/19/2015	3001	201479032
1	2	28.9422	31.79242492	21	2.53	10.41914168	217.8919168	0.508479735	0.699976033	0.045986855	NA	NA	NA	06/25/2015	2451	201478450
0.726	1	0.117	0.545451838	0	12.6099997	0.23754268	163.9798678	0.228358915	0.737204909	0.490134207	NA	NA	NA	04/27/2015	1758	201477686
0.7	1	1.5939	0.924253882	0	0.67	1.12607059	18.9697782	0.504742399	0.916526817	0.626794447	NA	NA	NA	NA	2421	201478412
0.186	1	0.0387	0.061874304	0	NA	NA	NA	0.233048202	0.625792659	0.855290617	0	0	0	05/12/2015	1635	201477506
0	1	0.8802	1.387765069	0	15.9499998	0.816877485	384.6305506	0.172757354	0.739180971	0.930039639	0	0	0	10/08/2014	1669	201477568
0.772	1	1.1142	1.903580248	0	2.9400001	0.835833251	71.71529548	0.783246943	0.113925907	0.057193594	0	0	0	05/12/2015	2320	201478296
1	2	680.4783	712.8836908	387	0.46	212.7520898	179.0191077	0.41255935	0.513300354	0.417148744	0	0	0	09/10/2014	2481	201478483
0.003	1	3.9213	4.389410604	1	7.4699998	2.211620832	296.401609	0.453400658	0.40522026	0.884495736	0	0	0	09/10/2014	2321	201478411
1	2	30.6333	36.29325848	28	4.6999998	15.69652682	496.8259307	0.97590849	0.587618834	0.170323354	0.089998753	5.227686203	9.962542077	10/13/2014	2154	201478297
1	2	35.3916	42.03178569	33	3.3900001	17.80078071	381.6136213	0.983693437	0.553370755	0.756200908	NA	NA	NA	10/13/2014	2418	201478411
1	2	35.3898	41.97073781	32	3.3900001	17.80078071	381.6136213	0.872229557	0.767493462	0.93410863	0.098825056	5.549026888	14.32639356	10/13/2014	2417	201478411
1	2	35.3646	41.79161337	31	3.3900001	17.80078071	381.6136213	0.531008331	0.638282661	0.751649933	0.089998753	5.227686203	9.962542077	10/13/2014	2416	201478411
0.795	2	1.8945	2.888283063	2	6.4899998	1.396422875	204.6245748	0.284149262	0.876979293	0.694247537	NA	NA	NA	09/10/2014	2152	201478121
0.463	1	2.4129	2.832617052	1	5.9899998	1.84390831	217.020669	0.039688435	0.949729551	0.48727694	0.000710539	1.196902586	1.196902586	10/28/2014	2105	201478070
0.433	1	1.1565	0.09846052	0	4.6999998	1.545374316	155.8903803	0.97641921	0.480357748	0.501573752	0.000327638	0.129860115	0.129860115	10/29/2014	2043	201477974
0	1	2.7432	3.178443025	2	5.9899998	1.84390831	217.020669	0.192127566	0.445262851	0.871502982	0.038668703	2.458016262	5.111033412	09/10/2014	2104	201478070
0.176	1	1.7172	2.012826149	1	12.1199999	1.245469086	360.8890651	0.591001384	0.442010761	0.545101076	NA	NA	NA	10/13/2014	2443	201478442
0.994	2	76.833	93.60006386	57	2.1500001	36.37579444	345.9786932	0.736158637	0.061128198	0.522059967	0	0	0	09/10/2014	2667	201478714
0.355	1	1.7163	1.975398762	0	12.1199999	1.245469086	360.8890651	0.664511743	0.24308495	0.729691558	6.03E-07	3.38E-05	3.38E-05	10/13/2014	2442	201478442
0.104	1	4.1175	2.924443058	1	3.01	3.670953104	153.8723348	0.870570323	0.332762123	0.401597748	0	0	0	10/28/2014	2011	201477935
0.06	1	3.9861	4.99633576	0	12.6199999	1.995418127	475.642813	0.405587513	0.677009702	0.769008764	0	0	0	09/10/2014	2665	201478715
1	2	2.2059	1.904875183	1	4.6999998	1.545374316	155.8903803	0.547691315	0.754443435	0.81497134	NA	NA	NA	10/29/2014	2044	201477974
1	2	804.3084	861.1115158	483	0.34	221.4313683	134.9904748	0.356014696	0.724018038	0.948897811	NA	NA	NA	09/10/2014	2634	201478600
0.587	1	0.2727	0.068986368	0	5.1999998	0.592256899	106.773388	0.639564147	0.998588388	0.596456835	0	0	0	10/28/2014	1703	201477622
0	1	0.7173	1.016280808	0	4.8699999	1.0579625	133.649925	0.003257812	0.996424734	0.17260867	0	0	0	10/28/2014	1900	201477789
0.989	2	12.7944	16.95615041	15	6.3600001	7.943262666	478.2568709	0.82699366	0.095449718	0.936263943	0	1	60	10/29/2014	1983	201477936
0.553	1	0.3987	1.303932769	0	5.73	0.481265103	106.0599555	0.813818769	0.244938666	0.138794276	1.27E-05	0.006597206	0.006597206	10/29/2014	1979	201477884
0.923	1	11.0061	16.06250371	13	0.96	7.112182116	68.30889956	0.803871458	0.591393235	0.688531194	0	0	0	05/11/2015	1976	201477884
0.653	1	1.4796	2.022175294	2	1.08	1.103103056	30.2647052	0.816390155	0.746154805	0.244229011	1.27E-05	0.006597206	0.006597206	05/14/2015	1897	201477789
0.008	1	3.4128	2.930093098	1	5.1599998	2.317568453	209.590023	0.091696151	0.483461559	0.178412362	0	0	0	10/28/2014	1705	201477623
0.793	1	4.3254	4.535555089	3	2.29	3.783212756	118.842147	0.50755888	0.243407783	0.658748751	0.003629218	3.493381678	3.564527505	10/28/2014	1873	201477779
0.034	1	0.4023	0.649867133	0	10.8299999	0.732562216	247.3177817	0.209611776	0.641188092	0.498863181	0	0	0	09/10/2014	2497	201478510
0.994	2	805.8843	862.7149014	484	0.34	221.4313683	134.9904748	0.942610225	0.757935089	0.294331971	1.27E-09	2.66E-07	2.66E-07	09/10/2014	2635	201478600
0.005	1	0.6156	0.130741357	0	9.54	0.700444657	213.0295832	0.594119007	0.976638752	0.742676896	0	0	0	10/09/2014	2404	201478386
0.519	1	0.5373	0.726294869	0	8.1000004	0.488416735	151.0375522	0.70053192	0.003094404	0.715813866	0	0	0	10/09/2014	2640	201478607
1	2	70.7274	90.93727363	84	1.78	25.6595016	240.5740253	0.650629074	0.627990317	0.791050214	0	0	0	09/10/2014	2625	201478701
0	1	0.8199	1.079184535	0	7.1599998	1.658924456	246.0542943	0.12294542	0.662835285	0.843721181	0	0	0	10/09/2014	2215	201478188
0.991	2	71.5878	91.73062069	85	1.78	25.6595016	240.5740253	0.498643446	0.473689404	0.298665093	0	0	0	10/17/2014	2631	201478701
0.994	2	71.5887	91.74543378	86	1.78	25.6595016	240.5740253	0.291227341	0.118310818	0.048640871	NA	NA	NA	10/17/2014	2629	201478701
0.16	1	1.485	2.644933011	0	2.6300001	1.959373008	98.22430377	0.548561925	0.932904178	0.69093235	0	0	0	10/29/2014	1870	201477780
0.63	1	1.4976	2.688800681	1	2.6300001	1.959373008	98.22430377	0.740534785	0.447700995	0.294316884	0	0	0	10/29/2014	1872	201477780
0.551	1	2.0988	3.342057119	2	2.6300001	1.959373008	98.22430377	0.34758665	0.820147633	0.034249049	0	0	0	10/29/2014	1871	201477780
0.901	2	6.6807	7.621489838	2	0.62	3.34510362	30.25527549	0.62567967	0.171784712	0.442791675	0.00038317	0.135884238	0.135884238	10/09/2014	2498	201478606
0.443	1	2.5848	1.818001014	0	2.1900001	2.147427095	85.62645648	0.896017085	0.36097937	0.636135846	2.78E-06	0.009376015	0.009376015	09/17/2014	1627	201477487
